,Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils,,FraudFound_P
941,11,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,3,0,1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,942,12,400,2,31,31,0,3,23,0,0,1,3,0,1,1994,0,1,0,,0
942,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,1,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,943,7,400,2,31,31,5,5,33,0,0,1,0,0,1,1994,1,0,0,,0
943,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,944,3,400,4,31,31,2,8,58,0,0,1,3,0,3.5,1994,0,0,1,,0
944,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,11,4,0,0,1,0,0,50,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,945,8,400,1,31,31,1,8,45.5,0,0,1,0,0,1,1994,1,0,0,,0
945,1,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,946,6,400,3,31,31,2,5,45.5,0,0,1,1,6,2,1994,0,0,1,,1
946,11,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,2,0,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,947,6,400,2,31,31,5,3,23,0,0,1,6,0,1,1994,0,0,1,,0
947,11,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,64,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,948,6,400,3,31,31,2,7,58,0,0,1,3,0,1,1994,1,0,0,,0
948,10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,1,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,949,16,400,1,31,31,0,8,45.5,0,0,1,0,0,1,1994,0,0,1,,0
949,1,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,950,15,400,3,31,31,2,7,33,0,0,1,0,0,1,1994,0,1,0,,1
950,8,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,1,0,0,0,42,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,951,7,400,3,31,31,2,7,38,0,0,1,1,0,1,1994,1,0,0,,0
951,7,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,8,1,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,952,9,400,3,31,31,1,7,38,0,0,1,6,0,1,1994,1,0,0,,0
952,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,0,1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,953,8,400,3,31,31,0,5,28,0,0,1,6,0,1,1994,1,0,0,,0
953,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,0,0,1,0,0,59,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,954,1,400,3,31,31,0,8,58,0,0,1,6,0,1,1994,1,0,0,,0
954,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,955,3,400,3,31,31,1,6,38,0,0,1,6,0,1,1994,0,0,1,,1
955,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,0,0,1,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,1,69001,956,12,400,1,31,31,2,8,45.5,0,0,1,6,0,1,1994,0,1,0,,0
956,7,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,957,9,400,2,31,31,1,7,38,0,0,1,6,0,1,1994,0,1,0,,0
957,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,0,0,1,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,1,64500,958,3,400,4,31,31,2,8,45.5,0,0,1,6,0,1,1994,0,1,0,,0
958,6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,0,0,1,0,0,31,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,959,1,400,1,31,31,0,6,33,0,1,1,0,0,1,1994,0,1,0,,0
959,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,3,1,0,0,1,0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,960,2,400,1,31,31,0,7,38,0,0,1,0,0,1,1994,1,0,0,,0
960,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,35,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,961,7,400,3,4,11.5,0,7,33,0,0,1,0,0,1,1994,0,0,1,,1
961,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,0,0,1,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,962,1,700,4,31,31,2,7,58,0,0,1,1,0,1,1994,0,0,1,,0
962,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,72,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,963,9,400,2,31,31,1,8,66,0,0,1,0,0,1,1994,0,1,0,,0
963,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,964,4,400,3,31,31,0,3,23,0,0,1,0,0,1,1994,0,1,0,,1
964,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,1,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,965,8,400,1,31,31,1,7,38,0,0,1,0,0,1,1994,0,0,1,,0
965,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,966,7,400,1,31,31,5,7,58,0,0,1,0,0,1,1994,1,0,0,,0
966,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,5,0,0,1,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,967,16,400,2,31,31,1,8,58,0,0,1,0,6,2,1994,0,0,1,,0
967,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,76,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,968,14,400,3,31,31,0,8,66,0,0,1,6,0,1,1994,0,0,1,,1
968,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,1,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,969,16,400,4,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,1,0,,0
969,3,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,1,0,0,57,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,970,15,500,2,31,31,2,7,58,0,0,1,0,2.5,1,1994,1,0,0,,0
970,11,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,1,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,971,8,400,1,31,31,1,5,33,0,0,1,6,0,1,1994,1,0,0,,0
971,11,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,2,0,0,1,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,972,5,400,3,31,31,0,8,58,0,0,1,0,0,1,1994,0,0,1,,0
972,11,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,973,7,400,4,31,31,0,6,33,0,0,1,0,0,1,1994,0,1,0,,0
973,11,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,0,0,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,974,7,400,1,31,31,2,7,38,0,0,1,0,0,1,1994,0,0,1,,0
974,10,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,0,0,1,0,0,49,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,975,3,400,3,31,31,5,7,45.5,0,0,1,0,0,1,1994,0,1,0,,0
975,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,4,0,0,1,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,976,4,400,1,31,31,0,5,33,0,0,1,3,0,1,1994,1,0,0,,0
976,10,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,1,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,977,5,400,1,31,31,0,7,38,0,0,1,0,0,1,1994,0,0,1,,0
977,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,0,0,1,0,0,53,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,978,4,400,1,31,31,2,8,45.5,0,0,1,3,0,1,1994,1,0,0,,0
978,10,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,0,1,0,0,0,43,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,979,6,400,1,31,31,1,8,38,0,0,1,0,0,1,1994,0,1,0,,0
979,9,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,4,0,0,1,0,0,39,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,980,11,400,4,31,31,0,8,38,0,0,1,0,0,1,1994,0,0,1,,0
980,9,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,3,1,0,1,0,0,63,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,981,16,400,4,31,31,0,8,58,0,0,1,3,0,1,1994,1,0,0,,0
981,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,1,0,0,44,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,982,15,400,1,31,31,0,7,38,0,0,1,0,0,1,1994,0,1,0,,0
982,8,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,3,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,983,16,400,3,31,31,0,7,38,0,0,1,0,0,1,1994,0,1,0,,0
983,8,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,1,0,0,49,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,984,15,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1994,1,0,0,,0
984,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,985,13,400,4,31,31,0,0,33,0,0,1,0,0,3.5,1994,0,0,1,,0
985,7,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,0,1,0,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,986,8,400,2,31,31,5,6,33,0,0,1,0,0,1,1994,1,0,0,,0
986,7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,987,1,400,1,31,31,0,7,38,0,0,1,6,0,1,1994,1,0,0,,0
987,6,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,1,1,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,988,2,400,1,31,31,2,5,33,0,0,1,6,6,2,1994,0,1,0,,0
988,6,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,1,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,989,7,400,2,31,31,5,7,58,0,0,1,0,0,1,1994,0,0,1,,0
989,6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,990,6,400,1,31,31,1,7,38,0,0,1,0,0,1,1994,1,0,0,,0
990,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,0,0,1,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,991,9,400,3,31,31,0,6,38,0,0,1,0,0,1,1994,0,0,1,,0
991,6,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,1,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,992,1,400,3,31,31,2,6,45.5,0,0,1,0,0,1,1994,0,0,1,,0
992,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,993,11,700,3,31,31,0,7,33,0,0,1,6,0,1,1994,0,0,1,,0
993,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,1,0,0,0,16.5,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,994,1,400,4,31,31,2,0,16.5,0,0,1,0,0,1,1994,1,0,0,,0
994,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,0,1,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,995,11,400,1,31,31,1,7,38,0,0,1,3,0,1,1994,1,0,0,,0
995,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,0,1,0,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,996,12,400,2,31,31,1,8,58,0,0,1,0,0,1,1994,0,0,1,,0
996,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,1,0,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,997,15,400,4,31,31,1,5,28,0,0,1,1,0,1,1994,0,1,0,,0
997,5,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,1,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,998,3,400,3,31,31,2,6,33,0,0,1,0,0,1,1994,0,1,0,,0
998,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,999,6,400,2,31,31,0,7,33,0,0,1,3,0,1,1994,0,0,1,,1
999,5,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,1,0,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1000,10,400,1,31,31,2,6,38,0,0,1,0,0,1,1994,1,0,0,,0
1000,5,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,1,0,1,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,1001,3,400,4,31,31,1,7,38,0,0,1,6,0,1,1994,0,0,1,,0
1001,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,19999,1002,9,400,3,31,31,2,7,38,0,0,1,0,1,1,1994,1,0,0,,0
1002,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,79,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,1003,7,400,4,31,31,5,8,66,0,0,1,6,0,1,1994,1,0,0,,1
1003,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,0,1,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,1004,2,400,4,31,31,1,7,33,0,0,1,6,0,1,1994,0,1,0,,0
1004,4,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,0,0,0,23,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1005,15,400,4,31,31,2,6,28,0,0,1,0,0,1,1994,1,0,0,,0
1005,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,1,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1006,12,400,2,31,31,5,8,38,0,0,1,1,0,1,1994,1,0,0,,0
1006,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,4,0,0,1,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,1007,6,400,2,31,31,0,8,38,0,0,1,0,0,1,1994,0,0,1,,0
1007,11,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,4,0,1,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,1008,14,400,3,31,31,1,7,38,0,0,1,0,0,1,1994,0,0,1,,0
1008,12,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,5,0,0,1,0,0,50,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,1009,10,400,1,31,31,0,7,45.5,0,0,1,6,6,2,1994,0,1,0,,0
1009,11,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,5,0,0,1,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,1010,2,400,4,31,31,1,8,66,0,0,1,0,0,1,1994,0,1,0,,0
1010,12,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,1,1,0,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,1011,16,400,4,31,31,0,7,38,0,0,1,6,0,1,1994,0,0,1,,0
1011,12,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,1,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,69001,1012,1,400,2,31,31,1,8,38,0,0,1,6,0,1,1994,0,1,0,,0
1012,8,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,0,0,1,0,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,1013,15,400,3,31,31,2,8,45.5,0,0,1,0,0,1,1994,1,0,0,,0
1013,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,51,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,1014,6,400,3,31,31,5,8,45.5,0,0,1,6,0,1,1994,1,0,0,,0
1014,12,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,5,0,0,1,0,0,56,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1015,7,400,3,31,31,2,8,58,0,0,1,0,0,1,1994,1,0,0,,0
1015,9,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,2,0,0,1,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,1016,9,400,4,31,31,0,8,38,0,0,1,0,0,1,1994,1,0,0,,0
1016,10,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,1,0,0,1,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,1017,13,400,2,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,0,1,,0
1017,8,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,0,0,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,1018,15,400,1,31,31,2,5,38,0,0,1,6,0,1,1994,0,1,0,,0
1018,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,1,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,1019,9,400,4,31,31,0,7,33,0,0,1,0,0,1,1994,0,1,0,,0
1019,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,0,1,0,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1020,5,400,1,31,31,5,5,33,0,0,1,3,0,1,1994,1,0,0,,0
1020,11,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,1021,5,500,4,31,31,1,8,38,0,0,1,0,2.5,1,1994,0,1,0,,1
1021,12,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,4,0,0,1,0,0,72,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,1022,6,400,1,31,31,1,7,66,0,0,1,0,0,1,1994,0,0,1,,0
1022,9,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,0,0,1,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,1023,6,400,2,31,31,1,7,38,0,0,1,0,0,1,1994,0,0,1,,0
1023,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,1024,1,700,1,31,31,2,7,33,0,0,1,1,0,1,1994,0,0,1,,1
1024,12,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,1,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,1025,4,400,1,31,31,2,8,38,0,0,1,6,0,1,1994,0,0,1,,0
1025,12,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,1026,6,400,2,31,31,2,8,38,0,0,1,1,0,3.5,1994,1,0,0,,0
1026,9,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,3,0,1,0,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,1027,10,400,1,4,31,2,2,23,0,0,1,0,0,1,1994,0,1,0,,0
1027,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,0,0,1,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,1028,6,400,1,31,31,2,7,38,0,0,1,1,0,1,1994,0,0,1,,0
1028,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1029,8,400,3,31,31,5,7,38,0,0,1,0,0,1,1994,1,0,0,,0
1029,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,1,0,0,50,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,1030,2,400,4,31,31,0,7,45.5,0,0,1,0,6,2,1994,1,0,0,,0
1030,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,1,0,0,0,63,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,1031,6,400,1,31,31,1,8,58,0,0,1,0,0,1,1994,0,0,1,,0
1031,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,1032,16,400,4,31,31,5,0,33,0,0,1,0,0,1,1994,1,0,0,,0
1032,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,0,1,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,1033,9,400,3,31,31,1,6,33,0,0,1,0,0,1,1994,0,1,0,,0
1033,2,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0,1,0,0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,1034,11,400,4,31,31,0,8,58,0,0,1,1,0,1,1994,0,0,1,,0
1034,12,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,3,0,1,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,1035,13,400,1,31,31,1,6,33,0,0,1,0,0,1,1994,0,0,1,,0
1035,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,1,0,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,1036,6,400,2,31,31,2,7,58,0,0,1,3,0,1,1994,0,1,0,,0
1036,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,1,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,1037,16,400,1,31,31,1,5,45.5,0,0,1,1,0,1,1994,0,1,0,,0
